year,artist_id,exhibition_id
2017,268253,743432
2017,365467,743432
2017,84591,743432
2017,594980,743432
2017,36712,743432
2017,27473,743432
2017,594984,743432
2017,581482,743432
2017,19482,743432
2017,46493,743432
2017,1423,743432
2017,348406,743432
2017,20546,743432
2017,43008,743432
2017,8174,743432
2017,395680,743432
2017,40842,743432
2017,2727,743432
2017,7915,743432
2017,206020,743432
2017,53180,743432
2017,228973,743432
2017,511648,743432
2017,123805,743432
2017,51385,743432
2017,3844,743432
2017,413199,743432
2017,69289,743432
2017,22715,743432
2017,594999,743432
2017,186583,743432
2017,604059,743432
2017,47351,743432
2017,343024,743432
2017,101676,743432
2017,594979,743432
2017,389216,743432
2017,174911,743432
2017,125111,743432
2017,604052,743432
2017,365468,743432
2017,421179,743432
2017,190439,743432
2017,79266,743432
2017,136182,743432
2017,320731,743432
2017,26810,743432
2017,72664,743432
2017,3901,743432
2017,36156,743432
2017,1058,743432
2017,62182,743432
2017,595001,743432
2017,311843,743432
2017,133073,743432
2017,603952,743432
2017,17195,743432
2017,45865,743432
2017,11229,743432
2017,330686,743432
2017,10566,743432
2017,208283,743432
2017,191018,743432
2017,131919,743432
2017,329401,743432
2017,226139,743432
2017,14234,743432
2017,14237,743432
2017,3011,743432
2017,41211,743432
2017,342160,743432
2017,62832,743432
2017,495669,743432
2017,300670,743432
2017,285723,743432
2017,187885,743432
2017,64186,743432
2017,34439,743432
2017,19504,743432
2017,334473,743432
2017,2368,743432
2017,47187,743432
2017,8303,743432
2017,16905,743432
2017,426782,743432
2017,37316,743432
2017,262810,743432
2017,1281,743432
2017,191423,743432
2017,562202,743432
2017,155627,743432
2017,13166,743432
2017,267724,743432
2017,3512,743432
2017,420618,743432
2017,101674,743432
2017,356512,743432
2017,604005,743432
2017,55968,743432
2017,274473,743432
2017,67979,743432
2017,594971,743432
2017,604058,743432
2017,430736,743432
2017,21770,743432
2017,109646,743432
2017,10567,743432
2017,48743,743432
2017,330470,743432
2017,129235,743432
2017,4931,743432
2017,594981,743432
2017,36097,743432
2017,595003,743432
2017,483667,743432
2017,594975,743432
2017,42108,743432
2017,2613,743432
2017,711169,743432
2017,604031,743432
2017,595002,743432
2017,51622,743432
2017,14193,743432
2017,66290,743432
2017,460183,743432
2017,594983,743432
2017,215669,743432
2017,275541,743432
2017,401681,743432
2017,99054,743432
2017,206735,743432
2017,31873,743432
2017,21511,743432
2017,589736,743432
